source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,comm_samp,depth,replicate,size_frac_low,size_frac_up,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,samp_size_mass,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample,source_mat_id
EMOBON-220322-BPNS-So3-Micro-R2,EMOBON metagenome sediment sample from station BPNS collected on 2022-03-22 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-03-22 00:00:00,BPNS_So_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,micro,20,2,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-03-23 00:00:00,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,N,NA,2022-09-26 00:00:00,2022-09-30 00:00:00,-70,2023-07-18 00:00:00,2023-07-18 00:00:00,,,,EMOBON_BPNS_So_220322_micro_2
EMOBON-220322-BPNS-So3-Micro-R3,EMOBON metagenome sediment sample from station BPNS collected on 2022-03-22 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-03-22 00:00:00,BPNS_So_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,micro,20,3,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-03-23 00:00:00,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_So_220322_micro_3
EMOBON-220322-BPNS-So3-Micro-R4,EMOBON metagenome sediment sample from station BPNS collected on 2022-03-22 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-03-22 00:00:00,BPNS_So_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,micro,20,4,NA,NA,Van Veen Grab,SoSOP3,"Tube broke, Problem with underway data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_So_220322_micro_4
EMOBON-220322-BPNS-So3-Micro-B1,EMOBON metagenome sediment sample from station BPNS collected on 2022-03-22 community collected micro,32644,unidentified,metagenome,sediment [ENVO:00002007],2022-03-22 00:00:00,BPNS_So_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,micro,20,blank1,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-03-23 00:00:00,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_So_220322_micro_blank1
EMOBON-220322-BPNS-So3-Micro-B2,EMOBON metagenome sediment sample from station BPNS collected on 2022-03-22 community collected micro,32644,unidentified,metagenome,sediment [ENVO:00002007],2022-03-22 00:00:00,BPNS_So_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,micro,20,blank2,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-03-23 00:00:00,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_So_220322_micro_blank2
EMOBON-220420-BPNS-So3-Micro-R1,EMOBON metagenome sediment sample from station BPNS collected on 2022-04-20 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-04-20 00:00:00,BPNS_So_220420,Annelien Rigaux,NA,ebb_tide,micro,20,1,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-21 00:00:00,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,N,NA,2022-09-26 00:00:00,2022-09-30 00:00:00,-70,2023-07-18 00:00:00,2023-07-18 00:00:00,,,,EMOBON_BPNS_So_220420_micro_1
EMOBON-220420-BPNS-So3-Micro-R2,EMOBON metagenome sediment sample from station BPNS collected on 2022-04-20 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-04-20 00:00:00,BPNS_So_220420,Annelien Rigaux,NA,ebb_tide,micro,20,2,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-21 00:00:00,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,N,NA,2022-09-26 00:00:00,2022-09-30 00:00:00,-70,2023-07-18 00:00:00,2023-07-18 00:00:00,,,,EMOBON_BPNS_So_220420_micro_2
EMOBON-220420-BPNS-So3-Micro-R3,EMOBON metagenome sediment sample from station BPNS collected on 2022-04-20 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-04-20 00:00:00,BPNS_So_220420,Annelien Rigaux,NA,ebb_tide,micro,20,3,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-21 00:00:00,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_So_220420_micro_3
EMOBON-220420-BPNS-So3-Micro-R4,EMOBON metagenome sediment sample from station BPNS collected on 2022-04-20 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-04-20 00:00:00,BPNS_So_220420,Annelien Rigaux,NA,ebb_tide,micro,20,4,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-21 00:00:00,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_So_220420_micro_4
EMOBON-220420-BPNS-So3-Micro-B1,EMOBON metagenome sediment sample from station BPNS collected on 2022-04-20 community collected micro,32644,unidentified,metagenome,sediment [ENVO:00002007],2022-04-20 00:00:00,BPNS_So_220420,Annelien Rigaux,NA,ebb_tide,micro,20,blank1,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-21 00:00:00,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_So_220420_micro_blank1
EMOBON-220420-BPNS-So3-Micro-B2,EMOBON metagenome sediment sample from station BPNS collected on 2022-04-20 community collected micro,32644,unidentified,metagenome,sediment [ENVO:00002007],2022-04-20 00:00:00,BPNS_So_220420,Annelien Rigaux,NA,ebb_tide,micro,20,blank2,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-21 00:00:00,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_So_220420_micro_blank2
EMOBON-220420-BPNS-So3-Macro-R1,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-04-20 community collected macro,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2022-04-20 00:00:00,BPNS_So_220420,Annelien Rigaux,NA,ebb_tide,macro,20,1,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-21 00:00:00,MSO LifeWatch Lab -20 Freezer 3,-20,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,N,NA,2022-09-26 00:00:00,2022-09-30 00:00:00,4,2023-06-01 00:00:00,2023-06-01 00:00:00,,,,EMOBON_BPNS_So_220420_macro_1
EMOBON-220420-BPNS-So3-Macro-R2,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-04-20 community collected macro,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2022-04-20 00:00:00,BPNS_So_220420,Annelien Rigaux,NA,ebb_tide,macro,20,2,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-21 00:00:00,MSO LifeWatch Lab -20 Freezer 3,-20,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,N,NA,2022-09-26 00:00:00,2022-09-30 00:00:00,4,2023-10-17 00:00:00,2023-10-17 00:00:00,,,,EMOBON_BPNS_So_220420_macro_2
EMOBON-220420-BPNS-So3-Macro-R3,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-04-20 community collected macro,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2022-04-20 00:00:00,BPNS_So_220420,Annelien Rigaux,NA,ebb_tide,macro,20,3,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-21 00:00:00,MSO LifeWatch Lab -20 Freezer 3,-20,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_So_220420_macro_3
EMOBON-220420-BPNS-So3-Macro-R4,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-04-20 community collected macro,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2022-04-20 00:00:00,BPNS_So_220420,Annelien Rigaux,NA,ebb_tide,macro,20,4,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-21 00:00:00,MSO LifeWatch Lab -20 Freezer 3,-20,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_So_220420_macro_4
EMOBON-220420-BPNS-So3-Macro-B,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-04-20 community collected macro,32644,unidentified,mimarks-specimen,sediment [ENVO:00002007],2022-04-20 00:00:00,BPNS_So_220420,Annelien Rigaux,NA,ebb_tide,macro,20,blank,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-21 00:00:00,MSO LifeWatch Lab -20 Freezer 3,-20,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_So_220420_macro_blank
EMOBON-220420-BPNS-SoSOP3-Meio-R1,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-04-20 community collected meio,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2022-04-20 00:00:00,BPNS_So_220420,Annelien Rigaux,NA,ebb_tide,meio,20,1,0.32,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-28 00:00:00,"UGent MarBiol Freezer #11, Box#65",-20,Annelien Rigaux,NA,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,N,639.4,2022-10-03 00:00:00,2022-10-05 00:00:00,-20,2022-11-15 00:00:00,2022-11-16 00:00:00,,,,EMOBON_BPNS_So_220420_meio_1
EMOBON-220420-BPNS-SoSOP3-Meio-R2,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-04-20 community collected meio,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2022-04-20 00:00:00,BPNS_So_220420,Annelien Rigaux,NA,ebb_tide,meio,20,2,0.32,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-28 00:00:00,"UGent MarBiol Freezer #11, Box#65",-20,Annelien Rigaux,NA,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,N,627.8,2022-10-03 00:00:00,2022-10-05 00:00:00,-20,2022-11-15 00:00:00,2022-11-16 00:00:00,,,,EMOBON_BPNS_So_220420_meio_2
EMOBON-220420-BPNS-SoSOP3-Meio-R3,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-04-20 community collected meio,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2022-04-20 00:00:00,BPNS_So_220420,Annelien Rigaux,NA,ebb_tide,meio,20,3,0.32,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-28 00:00:00,"UGent MarBiol Freezer #11, Box#65",-20,Annelien Rigaux,NA,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,Y,598.6,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_So_220420_meio_3
EMOBON-220420-BPNS-SoSOP3-Meio-R4,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-04-20 community collected meio,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2022-04-20 00:00:00,BPNS_So_220420,Annelien Rigaux,NA,ebb_tide,meio,20,4,0.32,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-28 00:00:00,"UGent MarBiol Freezer #11, Box#65",-20,Annelien Rigaux,NA,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,Y,650,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_So_220420_meio_4
EMOBON-220420-BPNS-SoSOP3-Meio-B,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-04-20 community collected meio,32644,unidentified,mimarks-specimen,sediment [ENVO:00002007],2022-04-20 00:00:00,BPNS_So_220420,Annelien Rigaux,NA,ebb_tide,meio,20,blank,0.32,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-04-28 00:00:00,"UGent MarBiol Freezer #11, Box#65",-20,Annelien Rigaux,NA,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_So_220420_meio_blank
EMOBON-220601-BPNS-So3-Micro-R1,EMOBON metagenome sediment sample from station BPNS collected on 2022-06-01 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-06-01 00:00:00,BPNS_So_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,micro,20.3,1,NA,NA,Van Veen Grab,SoSOP3,NA,2022-06-01 10:00:00,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,N,NA,2022-09-26 00:00:00,2022-09-30 00:00:00,-70,2023-07-18 00:00:00,2023-07-18 00:00:00,,,,EMOBON_BPNS_So_220601_micro_1
EMOBON-220601-BPNS-So3-Micro-R2,EMOBON metagenome sediment sample from station BPNS collected on 2022-06-01 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-06-01 00:00:00,BPNS_So_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,micro,20.3,2,NA,NA,Van Veen Grab,SoSOP3,NA,2022-06-01 10:00:00,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,N,NA,2022-09-26 00:00:00,2022-09-30 00:00:00,-70,2023-07-18 00:00:00,2023-07-18 00:00:00,,,,EMOBON_BPNS_So_220601_micro_2
EMOBON-220601-BPNS-So3-Micro-R3,EMOBON metagenome sediment sample from station BPNS collected on 2022-06-01 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-06-01 00:00:00,BPNS_So_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,micro,20.3,3,NA,NA,Van Veen Grab,SoSOP3,NA,2022-06-01 10:00:00,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_So_220601_micro_3
EMOBON-220601-BPNS-So3-Micro-R4,EMOBON metagenome sediment sample from station BPNS collected on 2022-06-01 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-06-01 00:00:00,BPNS_So_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,micro,20.3,4,NA,NA,Van Veen Grab,SoSOP3,NA,2022-06-01 10:00:00,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_So_220601_micro_4
EMOBON-220601-BPNS-So3-Micro-B1,EMOBON metagenome sediment sample from station BPNS collected on 2022-06-01 community collected micro,32644,unidentified,metagenome,sediment [ENVO:00002007],2022-06-01 00:00:00,BPNS_So_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,micro,20.3,blank1,NA,NA,Van Veen Grab,SoSOP3,NA,2022-06-01 10:00:00,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_So_220601_micro_blank1
EMOBON-220601-BPNS-So3-Micro-B2,EMOBON metagenome sediment sample from station BPNS collected on 2022-06-01 community collected micro,32644,unidentified,metagenome,sediment [ENVO:00002007],2022-06-01 00:00:00,BPNS_So_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,micro,20.3,blank2,NA,NA,Van Veen Grab,SoSOP3,NA,2022-06-01 10:00:00,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_So_220601_micro_blank2
EMOBON-220601-BPNS-SoSOP3-Meio-R1,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-06-01 community collected meio,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2022-06-01 00:00:00,BPNS_So_220601,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,flood_tide,meio,20.3,1,0.32,NA,Van Veen Grab,SoSOP3,NA,2022-06-01 10:00:00,"UGent MarBiol Freezer #11, Box#65",-20,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,NA,NA,N,302.5,2022-10-03 00:00:00,2022-10-05 00:00:00,-20,2022-11-15 00:00:00,2022-11-16 00:00:00,,,,EMOBON_BPNS_So_220601_meio_1
EMOBON-220601-BPNS-SoSOP3-Meio-R2,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-06-01 community collected meio,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2022-06-01 00:00:00,BPNS_So_220601,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,flood_tide,meio,20.3,2,0.32,NA,Van Veen Grab,SoSOP3,NA,2022-06-01 10:00:00,"UGent MarBiol Freezer #11, Box#66",-20,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,NA,NA,N,248.9,2022-10-03 00:00:00,2022-10-05 00:00:00,-20,2022-11-15 00:00:00,2022-11-16 00:00:00,,,,EMOBON_BPNS_So_220601_meio_2
EMOBON-220601-BPNS-SoSOP3-Meio-R3,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-06-01 community collected meio,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2022-06-01 00:00:00,BPNS_So_220601,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,flood_tide,meio,20.3,3,0.32,NA,Van Veen Grab,SoSOP3,NA,2022-06-01 10:00:00,"UGent MarBiol Freezer #11, Box#67",-20,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,NA,NA,Y,282.7,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_So_220601_meio_3
EMOBON-220601-BPNS-SoSOP3-Meio-R4,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-06-01 community collected meio,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2022-06-01 00:00:00,BPNS_So_220601,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,flood_tide,meio,20.3,4,0.32,NA,Van Veen Grab,SoSOP3,NA,2022-06-01 10:00:00,"UGent MarBiol Freezer #11, Box#68",-20,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,NA,NA,Y,329.4,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_So_220601_meio_4
EMOBON-220601-BPNS-SoSOP3-Meio-B,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2022-06-01 community collected meio,32644,unidentified,mimarks-specimen,sediment [ENVO:00002007],2022-06-01 00:00:00,BPNS_So_220601,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,flood_tide,meio,20.3,blank,0.32,NA,Van Veen Grab,SoSOP3,NA,2022-06-01 10:00:00,"UGent MarBiol Freezer #11, Box#69",-20,Lara Macheriotou,https://orcid.org/0000-0002-5662-5689,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_So_220601_meio_blank
EMOBON-220819-BPNS-So3-Micro-R1,EMOBON metagenome sediment sample from station BPNS collected on 2022-08-19 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-08-19 00:00:00,BPNS_So_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,micro,19.9,1,NA,NA,Van Veen Grab,SoSOP3,"Winch issues, no Van Veen possible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,"sampling failed; Winch issues, no Van Veen possible",NA,EMOBON_BPNS_So_220819_micro_1
EMOBON-220819-BPNS-So3-Micro-R2,EMOBON metagenome sediment sample from station BPNS collected on 2022-08-19 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-08-19 00:00:00,BPNS_So_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,micro,19.9,2,NA,NA,Van Veen Grab,SoSOP3,"Winch issues, no Van Veen possible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,"sampling failed; Winch issues, no Van Veen possible",NA,EMOBON_BPNS_So_220819_micro_2
EMOBON-220819-BPNS-So3-Micro-R3,EMOBON metagenome sediment sample from station BPNS collected on 2022-08-19 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-08-19 00:00:00,BPNS_So_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,micro,19.9,3,NA,NA,Van Veen Grab,SoSOP3,"Winch issues, no Van Veen possible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,"sampling failed; Winch issues, no Van Veen possible",NA,EMOBON_BPNS_So_220819_micro_3
EMOBON-220819-BPNS-So3-Micro-R4,EMOBON metagenome sediment sample from station BPNS collected on 2022-08-19 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-08-19 00:00:00,BPNS_So_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,micro,19.9,4,NA,NA,Van Veen Grab,SoSOP3,"Winch issues, no Van Veen possible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,"sampling failed; Winch issues, no Van Veen possible",NA,EMOBON_BPNS_So_220819_micro_4
EMOBON-220819-BPNS-So3-Micro-B1,EMOBON metagenome sediment sample from station BPNS collected on 2022-08-19 community collected micro,32644,unidentified,metagenome,sediment [ENVO:00002007],2022-08-19 00:00:00,BPNS_So_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,micro,19.9,blank1,NA,NA,Van Veen Grab,SoSOP3,"Winch issues, no Van Veen possible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,"sampling failed; Winch issues, no Van Veen possible",NA,EMOBON_BPNS_So_220819_micro_blank1
EMOBON-220819-BPNS-So3-Micro-B2,EMOBON metagenome sediment sample from station BPNS collected on 2022-08-19 community collected micro,32644,unidentified,metagenome,sediment [ENVO:00002007],2022-08-19 00:00:00,BPNS_So_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,micro,19.9,blank2,NA,NA,Van Veen Grab,SoSOP3,"Winch issues, no Van Veen possible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,"sampling failed; Winch issues, no Van Veen possible",NA,EMOBON_BPNS_So_220819_micro_blank2
EMOBON-221027-BPNS-So3-Micro-R1,EMOBON metagenome sediment sample from station BPNS collected on 2022-10-27 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-10-27 00:00:00,BPNS_So_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,Expected 2024-12-31,micro,20,1,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-10-27 16:46:00,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,N,NA,2023-06-13 00:00:00,2023-06-19 00:00:00,-70,,,,,,EMOBON_BPNS_So_221027_micro_1
EMOBON-221027-BPNS-So3-Micro-R2,EMOBON metagenome sediment sample from station BPNS collected on 2022-10-27 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-10-27 00:00:00,BPNS_So_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,Expected 2024-12-31,micro,20,2,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-10-27 16:46:00,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,N,NA,2023-06-13 00:00:00,2023-06-19 00:00:00,-70,,,,,,EMOBON_BPNS_So_221027_micro_2
EMOBON-221027-BPNS-So3-Micro-R3,EMOBON metagenome sediment sample from station BPNS collected on 2022-10-27 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-10-27 00:00:00,BPNS_So_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,Expected 2024-12-31,micro,20,3,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-10-27 16:46:00,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_So_221027_micro_3
EMOBON-221027-BPNS-So3-Micro-R4,EMOBON metagenome sediment sample from station BPNS collected on 2022-10-27 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-10-27 00:00:00,BPNS_So_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,Expected 2024-12-31,micro,20,4,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-10-27 16:46:00,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_So_221027_micro_4
EMOBON-221027-BPNS-So3-Micro-B1,EMOBON metagenome sediment sample from station BPNS collected on 2022-10-27 community collected micro,32644,unidentified,metagenome,sediment [ENVO:00002007],2022-10-27 00:00:00,BPNS_So_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,Expected 2024-12-31,micro,20,blank1,NA,NA,Van Veen Grab,SoSOP3,Problem with underway data,2022-10-27 16:46:00,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_So_221027_micro_blank1
